time,NEGATIVE,POSITIVE,pct,nltk_polarity
2022-04-07 00:00:00+00:00,123,47,0.27647058823529413,-0.31609529411764703
2022-04-07 01:00:00+00:00,102,34,0.25,-0.29645220588235294
2022-04-07 02:00:00+00:00,124,59,0.3224043715846995,-0.41299289617486334
2022-04-07 03:00:00+00:00,105,55,0.34375,-0.293728125
2022-04-07 04:00:00+00:00,124,48,0.27906976744186046,-0.2822418604651163
2022-04-07 05:00:00+00:00,128,26,0.16883116883116883,-0.3942051948051948
2022-04-07 06:00:00+00:00,73,26,0.26262626262626265,-0.2896252525252525
2022-04-07 07:00:00+00:00,159,46,0.22439024390243903,-0.23798737864077668
2022-04-07 08:00:00+00:00,157,36,0.18652849740932642,-0.29333730569948185
2022-04-07 09:00:00+00:00,140,49,0.25925925925925924,-0.15887842105263156
